LINK_SP,PRODUCT_INFO_ID,GROUP_PRODUCT_NAME,PRODUCT_CODE,PRODUCT_NAME,SHORT_DESCRIPTION,PRODUCT_INFO,SPECIFICATION_BACKUP,NON_VAT_PRICE_1,VAT_PRICE_1,COMMISSION_1,THRESHOLD_1,NON_VAT_PRICE_2,VAT_PRICE_2,COMMISSION_2,THRESHOLD_2,NON_VAT_PRICE_3,VAT_PRICE_3,COMMISSION_3
/opt/Upload/KCS//input/mobile_images/2023/12/28/713/LÒ VI SÓNG CÓ NƯỚNG BLUESTONE MOB-7716.png,509345,Lò vi sóng,M&ELVS100002,Lò Vi Sóng Bluestone MOB-7716 có nướng 20 lít,"Lò vi sóng cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Lò vi sóng có nướng BlueStone MOB-7716 20 lít với công suất lớn, hoạt động mạnh mẽ, khoang lò bằng thép không gỉ an toàn cho người dùng, có đèn báo sau khi nấu xong,... nhất định sẽ là một trợ thủ đắc lực cho mỗi gia đình trong công việc bếp núc.

• Công suất vi sóng tối đa 1270W, nướng tới 1000W nấu nhanh, tiết kiệm điện.

• Có dung tích 20 lít tiện lợi nấu nướng, bỏ vừa gà nguyên con 1 kg.

• Lò vi sóng có 4 chức năng chính: nấu, nướng, hâm nóng, rã đông.

• Chế độ: nướng, vi sóng, vi sóng kết hợp nướng.

• Thiết kế gọn nhẹ, đẹp mắt tiết kiệm không gian.

• Khoang lò bằng thép không gỉ an toàn sức khỏe.

• Bảng điều khiển nút vặn, có tiếng Việt dễ dàng sử dụng.

• Khoang lò có đèn, giúp quá trình lấy thức ăn khỏi lò hoặc cho thức ăn vào lò thuận tiện hơn.

• Hẹn giờ đến 35 phút tiện lợi.

• Có cài đặt âm báo khi nấu xong.

• Phụ kiện đi kèm: vòng xoay, đĩa xoay, giá nướng giúp bạn nấu ăn tiện lợi, linh hoạt hơn.","• Loại lò: Lò vi sóng có nướng
• Dung tích: 20 lít
• Công suất vi sóng: 1270W
• Công suất nướng: 1000W
• Chất liệu khoang lò: Thép không gỉ
• Thương hiệu của: Singapore
• Sản xuất tại: Trung Quốc
• Năm ra mắt: 2020
• Chức năng chính: Rã đông, hâm, nấu, nướng
• Chức năng khác: Nướng kết hợp vi sóng
• Ngôn ngữ: Tiếng Việt
• Bảng điều khiển: Nút vặn
• Tiện ích: Chuông báo khi nấu xong
• Hẹn giờ: lên tới 35 phút
• Khoang lò: có đèn
• Kích thước, khối lượng: Ngang 43 cm - Cao 25.7 cm - Sâu 32.7 cm - Nặng 12.5 kg
• Kích thước khoang lò: Ngang 27.5 cm - Cao 17.5 cm - Sâu 29.1 cm",1924600,2117060,19246,Giá trị đơn hàng >10 triệu,1966700,2163370,39334,Giá trị đơn hàng từ 5-10 triệu,2133500,2346850,119476
/opt/Upload/KCS//input/mobile_images/2024/3/11/479/ĐÈN NĂNG LƯỢNG MẶT TRỜI AIOSMART AP 200.png,509162,Đèn Năng Lượng Mặt Trời,SMDEN000097,Bộ đèn pha năng lượng mặt trời AIO Smart. Công suất 200W. Bảo hành 24 tháng,"Đèn Năng Lượng Mặt Trời cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Đèn pha năng lượng mặt trời có tính linh động cao, lắp được nhiều vị trí.

• Remote đa chức năng đi kèm giúp quá trình sử dụng đèn đơn giản hơn. Ngoài khả năng auto, vận hành tự động như các mẫu đèn pha năng lượng mặt trời khác thì bạn còn có thể chủ động bật/tắt thủ công, hẹn giờ và tăng giảm độ sáng cho đèn tuỳ theo nhu cầu sử dụng của gia đình.

• Sở hữu chip LED SMD hiện đại giúp đèn hoạt động hiệu quả trong thời gian dài với tuổi thọ cao lên tới 50.000 giờ (tương đương 12 năm sử dụng).

• Dung lượng pin lưu trữ lên đến 3.2v 36.000mAh nên đến có thể hoạt động hiệu quả trong thời gian dài lên đến 10-12 tiếng nếu nạp đủ năng lượng.","• Công suất định mức: 200W
• Công suất tấm pin NLMT: Polycrystal 6V/25W
• Pin lưu trữ: 3.2V/36.000mAh LiFePO4
• Chip Led: SMD
• Quang thông: 1650lm
• Tuổi thọ: 50.000 giờ
• Cấp bảo vệ: IP 67; IK08
• Chống sét: TVS
• Độ hoàn màu (CRI): ≥70Ra
• Nhiệt độ màu: 6500k
• Nhiệt độ làm việc: -10oC ~ 45oC
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa
• Kích thước đèn: 29.5 x 23.8 x 7.8 Cm
• Kích tấm pin: 53 x 35 x 1.5 Cm
• Thời gian sạc: 6h - 8h
• Số giờ chiếu sáng của bộ đèn: 10h - 12h liên tục
• Bảo hành: 18 tháng",1361200,1497320,13612,Giá trị đơn hàng > 20 triệu,1392300,1531530,27846,Giá trị đơn hàng từ 10-20 triệu,1510400,1661440,84582.4
/opt/Upload/KCS//input/mobile_images/2023/12/28/301/NỒI CƠM ĐIỆN_TỬ  KALITE KL-619.png,509173,Nồi cơm điện,M&EGD000164,"Nồi cơm điện KALITE KL-619, dung tích 1,8 lít","Nồi cơm điện cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Nấu cơm ngon hơn với công nghệ đặc biệt của Hàn Quốc.

• Với nhiệt lượng lan tỏa từ dưới đáy, xung quanh thân và trên nắp nồi cùng lúc, hạt cơm được chín đều từ ngoài vào trong một cách từ từ, và hạt cơm được ngon hơn giúp hạn chế tối đa tình trạng cơm nửa sống nửa chín, bị nhão, nát hay cháy khét.

• Công nghệ này còn có khả năng giữ ấm lâu, sau khi cơm được nấu chín, nhiệt lượng vẫn còn lưu giữ lại trong nồi ngay cả khi bạn đã rút phích cắm điện ra. Nhờ đó, cơm nóng ngon lâu đồng thời tiết kiệm điện năng tối đa cho gia đình bạn.","• Thương Hiệu: Kalite
• Màu Sắc: Xanh Lá Đậm
• Dung Tích: 1.8L
• Công Suất: 700W
• Điện Áp: 220V / 50Hz
• Bảng Điều Khiển: Nút Bấm
• Màn Hình Hiển Thị: Đèn LED
• Trọng Lượng Cả Bao Bì: 4 kg
• Phụ Kiện Đi Kèm: Thìa Xới Cơm (1), Khay Hấp (1), Cốc Đong Gạo (1)",692500,761750,6925,Giá trị đơn hàng > 10 triệu,708300,779130,14166,Giá trị đơn hàng từ 5-10 triệu,768400,845240,43030.4
/opt/Upload/KCS//input/mobile_images/2023/12/28/859/NỒI CƠM ĐIỆN_TỬ  KALITE KL-620.png,509174,Nồi cơm điện,M&EGD000158,"Nồi cơm điện tử KALITE KL-620, dung tích 1,8 lít","Nồi cơm điện cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Nồi cơm điện tử đa năng Kalite KL-620 là sản phẩm không thể thiếu trong mỗi gia đình, hỗ trợ nấu cơm ngon, nhanh chóng, tiết kiệm thời gian và điện năng hơn 15% so với các loại nồi thông thường.

• Nồi cơm điện Kalite KL-620 sở hữu đa dạng các chế độ nấu, rút ngắn tới 10% thời gian nấu, mang đến cho gia đình những hạt cơm mềm dẻo, trọn vẹn dưỡng chất, an toàn cho sức khỏe.

• Ngoài ra, nồi còn sở hữu các tính năng hẹn giờ, giữ ấm lên tới 24 tiếng, phù hợp với những người bận rộn, quỹ thời gian nấu nướng hẹp.","• Thương hiệu: Kalite
• Màu sắc: 2 màu bạc và nâu
• Chất liệu: Thân inox
• Dung tích: 1.8L
• Điện áp: 220V/50Hz
• Công suất: 860W
• Bảng điều khiển: Nút điện tử tiếng Việt
• Xuất xứ thương hiệu: Việt Nam
• Phụ kiện: dây nguồn, Sách HDSD, muôi xới cơm. thìa canh, cốc đong, Khay hấp",902100,992310,9021,Giá trị đơn hàng > 10 triệu,922700,1014970,18454,Giá trị đơn hàng từ 5-10 triệu,1000900,1100990,56050.4
/opt/Upload/KCS//input/mobile_images/2023/12/28/171/ĐÈN NĂNG LƯỢNG  MẶT TRỜI CHỐNG LOÁ SMSMH000051.png,509175,Đèn Năng Lượng Mặt Trời,SMSMH000051,Đèn NLMT rời thể chống lóa 300W (Nhôm) SMSMH000051,"Đèn Năng Lượng Mặt Trời cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Đèn NLMT rời thể chống loá 50W là sản phẩm đèn năng lượng mặt trời cao cấp phù hợp sử dụng trong nhà, cải tiến chất lượng ánh sáng không sợ chói mắt ảnh hưởng đến thị lực và hoàn toàn thay thế được các dòng đèn điện hiện nay.","• Công suất định mức: 300W
• Kích thước thân đèn: 360mm * 290mm * 80mm
• Kích thước bảng điều khiển: 350mm * 700mm * 17mm
• Bảng điều khiển: Bảng điều khiển năng lượng mặt trời đa tinh thể 6V / 35W
• Loại pin: Lithium iron phosphate 32650 / 3.2V 30000mAh
• Diện tích sử dụng đề xuất: 200m2 – 300m2
• Cấu hình sản phẩm: Khung lắp hình chữ U, điều khiển từ xa, có cáp chống nước 5 mét, vít lắp
• Thời gian chiếu sáng: 12 giờ
• Thời gian sạc: 6-8 giờ
• Tiêu chuẩn bảo vệ chống nước: IP67
• Nhiệt độ màu: 6.500k
• LED Loại mắt: SMD 2835-240PCS
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.",1104100,1214510,11041,Giá trị đơn hàng > 10 triệu,1128200,1241020,22564,Giá trị đơn hàng từ 5-10 triệu,1223900,1346290,104690.4
/opt/Upload/KCS//input/mobile_images/2023/12/28/446/ẤM ĐUN NƯỚC BLUESTONE  KTB-3417.png,509288,Bình đun nước,M&EAD100002,"Ấm Đun Nước Bluestone KTB-3417 1,7 lít 2200W","Bình đun nước cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Bình đun siêu tốc Bluestone màu đen sang trọng, dung tích 1.7 lít tiện dùng cho nhu cầu sử dụng thường nhật tại gia đình.

• Công suất 1850 - 2200W đun nước nhanh sôi, sau 5 - 7 phút nước nóng sẵn sàng cho nhu cầu sử dụng.

• Vỏ bình bằng nhựa cao cấp không chứa BPA độc hại, nấu nước an toàn. Mâm nhiệt bằng inox 304 gia nhiệt nhanh, dùng bền, nấu an toàn, dễ vệ sinh.

• Miệng bình có lưới lọc cặn tăng hiệu quả giữ vệ sinh cho nước sử dụng trong bình, tránh côn trùng xâm nhập.

• Điều khiển nút nhấn kèm đèn báo hiệu dễ dùng, tiện quan sát.

• Cột hiển thị mực nước hỗ trợ theo dõi nước sử dụng trong bình, tiện châm nước.

• Đế tiếp điện xoay 360 độ dễ đặt nhấc bình lên xuống.

• Bình tự ngắt khi nước sôi hay khi bình cạn nước dùng an toàn, tránh chập cháy hư hại.","• Công suất: 1850 - 2200W
• Dung tích: 1.7 lít
• Chất liệu ruột bình: Nhựa PP (không chứa BPA)
• Chất liệu vỏ bình: Nhựa PP
• Đế tiếp điện: Strix
• Thương hiệu của: Singapore
• Chế độ an toàn: Tự ngắt khi nước sôi và khi cạn nước
• Tiện ích: Lọc bã trà; Cột hiển thị mực nước; Đèn hoạt động; Đế xoay 360 độ",434000,477400,4340,Giá trị đơn hàng > 10 triệu,443500,487850,8870,Giá trị đơn hàng từ 5-10 triệu,481100,529210,26941.6
/opt/Upload/KCS//input/mobile_images/2023/12/28/154/NỒI CƠM ĐIỆN_TỬ  KALITE KL-618.png,509172,Nồi cơm điện,M&EGD000167,"Nồi cơm điện Kalite KL-618, dung tích 1,8 lít","Nồi cơm điện cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Nồi cơm điện Kalite KL-618 đa chức năng trong một thiết bị, thay thế lượng lớn thiết bị trong nhà, thích hợp để nấu cơm và giữ ấm, nấu súp, hầm và thậm chí là hấp thịt và rau.

• Nấu cơm ngon hơn với công nghệ đặc biệt của Hàn Quốc. Với nhiệt lượng lan tỏa từ dưới đáy, xung quanh thân và trên nắp nồi cùng lúc, hạt cơm được chín đều từ ngoài vào trong một cách từ từ, và hạt cơm được ngon hơn giúp hạn chế tối đa tình trạng cơm nửa sống nửa chín, bị nhão, nát hay cháy khét. Công nghệ này còn có khả năng giữ ấm lâu, sau khi cơm được nấu chín, nhiệt lượng vẫn còn lưu giữ lại trong nồi ngay cả khi bạn đã rút phích cắm điện ra. Nhờ đó, cơm nóng ngon lâu đồng thời tiết kiệm điện năng tối đa cho gia đình bạn.

• Thiết kế sang trọng độc đáo. 
+ Nồi có thiết kế nhỏ gọn với tông màu xanh đen tạo nên vẻ độc đáo mà sang trọng phù hợp với mọi gian bếp gia đình.
+ Thân nồi được thiết kế bằng inox và nhựa ABS cách nhiệt cao cấp, siêu bền chịu lực và nhiệt tốt
+ Hai lớp vung nồi giúp giữ nhiệt lâu hơn
+ Đai giữ nhiệt liên tục trong 8 giờ
+ Lòng nồi được làm từ hợp kim nhôm, phủ lớp chống dính Teflon cao cấp bền đẹp, chịu được nhiệt độ cao, không phát sinh các khí độc hại trong quá trình sử dụng, không chứa các độc tố gây hại cho sức khỏe. Lòng nồi được thiết kế dạng niêu đất, tạo dòng sôi tuần hoàn giúp cơm chín đều và ngon hơn.
+ Mâm nhiệt cong cao cấp có đường kính lớn toả nhiệt đều giúp cơm chín nhanh hơn với công suất 700W.
+ Sử dụng tiện lợi chỉ với 1 nút nhấn cho 2 chế độ nấu chín và giữ nhiệt Bảng hiển thị đèn led rõ ràng sắc nét
+ Tự chuyển đổi qua chế độ hâm nóng khi cơm chín
+ Nắp ngăn tụ nước thiết kế trong suốt dễ dàng quan sát mực nước bên trong. Dễ dang kiểm soát mực nước tụ đọng sau mỗi lần nấu để đổ và làm sách ngăn tụ dễ dàng.
+ Dễ dàng vệ sinh. Với lòng nồi phủ chống dính 2 mặt Teflon giúp việc vệ sinh nồi 1 cách dễ dàng. Chúng ta có thể rửa bằng tay hoặc sử dụng máy rửa bát, rất tiện lợi, dễ dàng, nhanh chóng.","• Thương Hiệu: Kalite
• Màu Sắc: Xanh Lá Đậm
• Dung Tích: 1.8L
• Công Suất: 700W
• Điện Áp: 220V/50Hz
• Bảng Điều Khiển: Nút Bấm
• Màn Hình Hiển Thị: Đèn LED
• Kích Thước: 320 x 330 x 320 mm
• Trọng Lượng Tịnh: 3.48 kg
• Trọng Lượng Cả Bao Bì: 3.9 kg
• Phụ Kiện Đi Kèm: Thìa Xới Cơm (1), Khay Hấp (1), Cốc Đong Gạo (1)",571100,628210,5711,Giá trị đơn hàng > 10 triệu,584100,642510,11682,Giá trị đơn hàng từ 5-10 triệu,633700,697070,35487.2
/opt/Upload/KCS//input/mobile_images/2023/12/28/686/MÁY NƯỚC NÓNG  NĂNG LƯỢNG MẶT TRỜI EMPIRE.png,509171,Máy lọc nước,M&EGD000224,Máy NLMT Empire 180 Lít Titan M&EGD000224,"Máy lọc nước cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Máy nước nóng năng lượng mặt trời EMPIRE tận dụng khả năng hấp thụ nhiêt của ống chân không.

• Nguyên lý hấp thụ bức xạ mặt trời thành nhiệt năng, dựa trên các đặc điểm nước lạnh có trọng lượng riêng lớn hơn sẽ chảy xuống dưới và nước nóng có trọng lượng riêng nhỏ hơn sẽ nổi lên trên trong các ống chân không.

• Do quá trình đối lưu nhiệt, nước tại bình bảo ôn sẽ tăng nhiệt độ lên, quá trình này diễn ra liên tục cho đến khi nhiệt độ trong bình bằng với nhiệt độ của ống thu nhiệt.

• Sau khi nước trong bình được làm nóng sẽ giữ nhiệt từ 72 - 96h nhờ vào lớp from bảo ôn, khi sử dụng nước nóng, nước lạnh sẽ tiếp tục được cấp vào bằng với số nước nóng được lấy ra và làm giảm nhiệt độ trong bình và quá trình đối lưu để làm nóng được diễn ra liên tục.","• Thương hiệu: EMPIRE
• Số ống: 18 ống
• Dung tích: 180 lít
• Bình bảo ôn: Chất liệu Inox 304
• Vỏ bảo ôn: Chất liệu Inox
• Lớp Foam giữ nhiệt: Polyurethane độ dày 50mm được phun áp lực cao giúp bình giữ nhiệt lên đến 71 giờ.
• Khung đỡ: Chất liệu inox
• Số người sử dụng: 5-6 người
• Sản xuất theo công nghệ tiêu chuẩn Mỹ.
• Hướng lắp đặt: Hướng nam
• Nguồn nước sử dụng: Nước đã qua xử lý và không bị nhiễm phèn.",5002900,5503190,50029,Giá trị đơn hàng > 20 triệu,5117200,5628920,102344,Giá trị đơn hàng từ 10-20 triệu,5551200,6106320,310867.2
/opt/Upload/KCS//input/mobile_images/2023/12/28/149/ĐÈN NĂNG LƯỢNG  MẶT TRỜI BÀN CHẢI RỜI SMSMH000041.png,509176,Đèn Năng Lượng Mặt Trời,SMSMH000041,Đèn NLMT bàn chải rời thể 200W (Nhôm) SMSMH000041,"Đèn Năng Lượng Mặt Trời cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Đèn NLMT bàn chải rời thể 200W là thiết bị đèn cao cấp giúp quý khách hàng tiết kiệm được rất nhiều chi phí tiền điện mỗi tháng. Đèn sử dụng bóng đèn LED, ánh sáng phát ra không chứa các tia tử ngoại, tia cực tím, an toàn cho môi trường và con người.","• Công suất định mức: 200W
• Kích thước thân đèn: 495mm * 210mm * 70mm
• Kích thước bảng điều khiển: 600mm * 350mm * 17mm
• Bảng điều khiển: Bảng điều khiển NLMT đa tinh thể 6V / 25W
• Loại pin: Lithium sắt phosphate 32650 / 3.2V 25000mAh
• Diện tích sử dụng đề xuất: 200m2 – 300m2
• Cấu hình sản phẩm: Điều khiển từ xa, cáp chống thấm 1,2M, vít lắp, cán đèn, cột đèn, khung bảng quang điện
• Thời gian chiếu sáng: 12 giờ
• Thời gian sạc: 6-8 giờ
• Tiêu chuẩn bảo vệ chống nước: IP67
• Nhiệt độ màu: 6.500k
• LED Loại mắt: SMD 5730-360PCS
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.",941100,1035210,9411,Giá trị đơn hàng > 10 triệu,961700,1057870,19234,Giá trị đơn hàng từ 5-10 triệu,1043200,1147520,89232
/opt/Upload/KCS//input/mobile_images/2023/12/28/535/ĐÈN LED NĂNG LƯỢNG MẶT TRỜI SUNTEK.png,509179,Đèn Năng Lượng Mặt Trời,SMDMT000022,Đèn pha năng lượng mặt trời SUNTEK LED SOLAR 500W,"Đèn Năng Lượng Mặt Trời cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Sử dụng chiếu sáng như đèn sân vườn cho biệt thự, đèn đường, đèn chiếu, trong nhà, hội trường, trang trại, xưởng sản xuất, đèn cho các khu đất rộng, khu vườn, khu ao, vuông tôm...

• Đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng.

• Chế độ sáng thông minh khi ít điện hoặc mưa liên tục sẽ giảm điện tiêu thụ về đêm khuya để tiết kiệm điện.","• Công suất định mức: 500W
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/50W
• Nhiệt độ làm việc: -20C ~ 65C
• Nhiệt độ màu: 6500K
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa.
• Lớp chống thấm nước: IP-67
• Chống sét TVS
• Thời gian sạc: 7-8h
• Thời gian chiếu sáng: 16-18h liên tục
• PIN: 3.2V/72.000mAh LifePO4
• Kích thước đèn: 43 x 9 x 36.5 Cm (DxRxC)
• Kích thước tấm năng lượng mặt trời: 67 x 53 x 2.5Cm (DxRxC)
• Cân nặng: 9kg",2027600,2230360,20276,Giá trị đơn hàng > 10 triệu,2072000,2279200,41440,Giá trị đơn hàng từ 5-10 triệu,2247800,2472580,125876.8
/opt/Upload/KCS//input/mobile_images/2024/2/20/75/rp300 - rmk.png,509182,Đèn Năng Lượng Mặt Trời,SMDEN000081,"Đèn pha led năng lượng mặt trời SUNTEK RP-300, công suất 300W","Đèn Năng Lượng Mặt Trời cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Đèn pha chống lóa năng lượng mặt trời SUNTEK RP300W có kiểu dáng thời trang, thiết kế hiện đại giúp bạn có thêm một vật dụng rất hữu ích.

• Đèn sử dụng bóng đèn LED nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 10-12 giờ đồng hồ.

• Đây sẽ là sản phẩm thiết yếu đối với mỗi gia đình, doanh nghiệp nhất là những nơi hay mất điện hoặc nhưng vị trí không thể hoặc khó để kéo nguồn điện.","• Công suất định mức: 300W
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6/35W
• Nhiệt độ làm việc: -20C ~ 65C
• Nhiệt độ màu: 6500K
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa.
• Lớp chống thấm nước: IP-67
• Chống sét TVS
• Thời gian chiếu sáng: 10-12h liên tục
• PIN: 42.000mAh LifePO4",1030200,1133220,10302,Giá trị đơn hàng > 10 triệu,1052800,1158080,21056,Giá trị đơn hàng từ 5-10 triệu,1142100,1256310,97722.4
/opt/Upload/KCS//input/mobile_images/2023/12/28/479/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK RV-400.png,509186,Đèn Năng Lượng Mặt Trời,SMDEN000086,"Đèn đường năng lượng mặt trời SUNTEK RV-400, công suất 400W","Đèn Năng Lượng Mặt Trời cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Sử dụng chiếu sáng như đèn sân vườn cho biệt thự, hộ gia đình, đèn đường, Đèn cột, đèn chiếu, đèn cho các khu đất rộng, khu vườn, khu ao, vuông tôm...

• Đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng. Chế độ sáng thông minh khi ít điện hoặc mưa liên tục sẽ giảm điện tiêu thụ về đêm khuya để tiết kiệm điện.

• Đèn năng lượng mặt trời SUNTEK RV400W có kiểu dáng thời trang, thiết kế hiện đại giúp bạn có thêm một vật dụng rất hữu ích.

• Đèn sử dụng bóng đèn LED nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 10-12 giờ đồng hồ.

• Đây sẽ là sản phẩm thiết yếu đối với mỗi gia đình, doanh nghiệp nhất là những nơi hay mất điện hoặc nhưng vị trí không thể hoặc khó để kéo nguồn điện.","• Công suất định mức: 400W
• Tấm pin năng lượng mặt trời: Polycrystal 6V/25W
• Nhiệt độ làm việc: -20C ~ 65C
• Nhiệt độ màu: 6500K
• Tuổi thọ bóng đèn LED: 50.000 giờ
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa.
• Lớp chống thấm nước: IP-67
• Chống sét TVS
• Thời gian chiếu sáng: 10-12h liên tục
• PIN: 36.000mAh LifePO4
• Kích thước: 34.5 x 7 x 60 Cm
• Cân nặng: 3.7kg",975400,1072940,9754,Giá trị đơn hàng > 10 triệu,996800,1096480,19936,Giá trị đơn hàng từ 5-10 triệu,1081400,1189540,92561.6
/opt/Upload/KCS//input/mobile_images/2023/12/28/537/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK RV-500.png,509187,Đèn Năng Lượng Mặt Trời,SMDEN000087,"Đèn đường năng lượng mặt trời SUNTEK RV-500, công suất 500W","Đèn Năng Lượng Mặt Trời cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Sử dụng chiếu sáng như đèn sân vườn cho biệt thự, hộ gia đình, đèn đường, Đèn cột, đèn chiếu, đèn cho các khu đất rộng, khu vườn, khu ao, vuông tôm...

• Đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng. Chế độ sáng thông minh khi ít điện hoặc mưa liên tục sẽ giảm điện tiêu thụ về đêm khuya để tiết kiệm điện.

• Đèn năng lượng mặt trời SUNTEK RV500W có kiểu dáng thời trang, thiết kế hiện đại giúp bạn có thêm một vật dụng rất hữu ích. 

• Đèn sử dụng bóng đèn LED nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 10-12 giờ đồng hồ. Đây sẽ là sản phẩm thiết yếu đối với mỗi gia đình, doanh nghiệp nhất là những nơi hay mất điện hoặc nhưng vị trí không thể hoặc khó để kéo nguồn điện.","• Công suất định mức: 500W
• Tấm pin năng lượng mặt trời: Polycrystal 6V/30W
• Nhiệt độ làm việc: -20C ~ 65C
• Nhiệt độ màu: 6500K
• Tuổi thọ bóng đèn LED: 50.000 giờ
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa.
• Lớp chống thấm nước: IP-67
• Chống sét TVS
• Thời gian chiếu sáng: 10-12h liên tục
• PIN: 42.000mAh LifePO4
• Kích thước: 34.5 x 7 x 67.5 Cm
• Cân nặng: 4.3kg",1085000,1193500,10850,Giá trị đơn hàng > 10 triệu,1108800,1219680,22176,Giá trị đơn hàng từ 5-10 triệu,1202900,1323190,102957.6
/opt/Upload/KCS//input/mobile_images/2023/12/28/267/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK RD-100.png,509188,Đèn Năng Lượng Mặt Trời,SMDEN000088,"Đèn đường năng lượng mặt trời SUNTEK RD-100, công suất 100W","Đèn Năng Lượng Mặt Trời cao cấp, hàng chính hãng. Bảo hành toàn quốc bởi AIOSMART","• Sử dụng chiếu sáng như đèn đường, đèn chiếu sáng công cộng, đèn cho các khu trang trại, sân vườn,…

• Đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng.

• Đèn đường năng lượng mặt trời SUNTEK RD100 có kiểu dáng thời trang, thiết kế hiện đại.

• Đèn sử dụng Chip LED nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 10-12 giờ đồng hồ. Đây sẽ là sản phẩm dành cho các công trình, dự án chiếu sáng công cộng.","• Công suất định mức: 100W
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/20W
• Nhiệt độ làm việc: -20C ~ 65C
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa.
• Lớp bảo vệ: IP67; IK08
• Chống sét TVS
• Thời gian chiếu sáng: 10-12h liên tục
• PIN: 3.2V/24.000mAh LiFePo4
• Kích thước đèn: 21 x 9 x 50Cm(DxRxC)
• Kích thước tấm năng lượng mặt trời: 45 x 1.5 x 35Cm (DxRxC)",800100,880110,8001,Giá trị đơn hàng > 10 triệu,817600,899360,16352,Giá trị đơn hàng từ 5-10 triệu,887000,975700,75928
